ProductID,SKU,ProductName,Category,PrimaryRawMaterial,MaterialIndexWeight,BaseUnitCost_USD,Currency,StandardLeadTimeDays,ReorderPoint,SupplierID
PRD-01206,SKU-SYN-23425,Printed Circuit Boards Grade-K,Printed Circuit Boards,Copper,0.35,$1051.39,USD,-10,500 units,SUP-00536
PRD-01207,SKU-SYN-31211,Corrugated Packaging Grade-L,Corrugated Packaging,Packaging,0.2,6.76,USD,83,250,SUP-00745
PRD-01208,SKU-SYN-29420,Printed Circuit Boards Grade-M,,Copper,0.35,1776.4,USD,70,500,SUP-00601
PRD-01209,SKU-SYN-20919,Industrial Resins & Plastics Grade-N,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2377.88,USD,19,100,SUP-00598
PRD-01210,SKU-SYN-63070,corrugated packaging grade-1210,Corrugated Packaging,Packaging,0.2,343.41,USD,24,500 units,SUP-00055
PRD-01211,SKU-SYN-51371,Synthetic Lubricants Grade-P,Synthetic Lubricants,Crude Oil / Polymers,0.8,872.43,USD,48,,SUP-00652
PRD-01212,sku_1212,Printed Circuit Boards Grade-Q,Printed Circuit Boards,Copper,0.35,$248.23,USD,88,250,SUP-00299
PRD-01213,SKU-SYN-68834,Heavy Engine Castings Grade-R,Heavy Engine Castings,Steel,0.5,1289.21,USD,67,,SUP-00883
PRD-01214,SKU-SYN-44289,Synthetic Lubricants Grade-S,Synthetic Lubricants,Crude Oil / Polymers,0.8,2036.41,USD,23,100,SUP-00345
PRD-01215,SKU-SYN-83989,Printed Circuit Boards Grade-T,Printed Circuit Boards,Copper,0.35,749.7,USD,47,500 units,SUP-00165
PRD-01216,SKU-SYN-49619,Copper Conductors & Wiring Grade-U,,Copper,0.65,117.04,USD,9,100,SUP-00459
PRD-01217,SKU-SYN-76638,Synthetic Lubricants Grade-V,Synthetic Lubricants,Crude Oil / Polymers,0.8,2556.36,USD,53,250,SUP-00539
PRD-01218,SKU-SYN-31736,Printed Circuit Boards Grade-W,Printed Circuit Boards,Copper,0.35,$1496.1,USD,68,500 units,SUP-00738
PRD-01219,SKU-SYN-10495,Synthetic Lubricants Grade-X,Synthetic Lubricants,Crude Oil / Polymers,0.8,1380.46,USD,7,250,SUP-00418
PRD-01220,SKU-SYN-24452,industrial resins & plastics grade-1220,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1832.32,USD,79,500 units,SUP-99999
PRD-01221,SKU-SYN-57649,Copper Conductors & Wiring Grade-Z,Copper Conductors & Wiring,Copper,0.65,530.41,USD,84,250,SUP-00724
PRD-01222,SKU-SYN-26279,Synthetic Lubricants Grade-A,Synthetic Lubricants,Crude Oil / Polymers,0.8,2427.29,USD,37,250,SUP-00622
PRD-01223,SKU-SYN-73314,Heavy Engine Castings Grade-B,Heavy Engine Castings,Steel,0.5,3147.94,USD,37,,SUP-00318
PRD-01224,sku_1224,Industrial Resins & Plastics Grade-C,,Crude Oil / Polymers,0.7,$1994.28,USD,-10,500 units,SUP-00901
PRD-01225,SKU-SYN-63266,Copper Conductors & Wiring Grade-D,Copper Conductors & Wiring,Copper,0.65,-767.01,USD,49,250,SUP-00016
PRD-01226,SKU-SYN-90790,Synthetic Lubricants Grade-E,Synthetic Lubricants,Crude Oil / Polymers,0.8,3186.34,USD,90,250,SUP-00965
PRD-01227,SKU-SYN-57241,Copper Conductors & Wiring Grade-F,Copper Conductors & Wiring,Copper,0.65,2054.4,USD,74,250,SUP-00610
PRD-01228,SKU-SYN-38634,Heavy Engine Castings Grade-G,Heavy Engine Castings,Steel,0.5,1430.28,USD,77,500,SUP-00328
PRD-01229,SKU-SYN-85965,Printed Circuit Boards Grade-H,Printed Circuit Boards,Copper,0.35,1567.49,USD,14,500 units,SUP-00579
PRD-01230,SKU-SYN-15240,heavy engine castings grade-1230,Heavy Engine Castings,Steel,0.5,$1490.27,USD,73,100,SUP-00216
PRD-01231,SKU-SYN-86591,Printed Circuit Boards Grade-J,Printed Circuit Boards,Copper,0.35,3194.42,USD,49,100,SUP-00265
PRD-01232,SKU-SYN-73243,Copper Conductors & Wiring Grade-K,,Copper,0.65,492.78,USD,27,500,SUP-00233
PRD-01233,SKU-SYN-72366,Synthetic Lubricants Grade-L,Synthetic Lubricants,Crude Oil / Polymers,0.8,1436.19,USD,70,500 units,SUP-00123
PRD-01234,SKU-SYN-96975,Printed Circuit Boards Grade-M,Printed Circuit Boards,Copper,0.35,1119.15,USD,8,500,SUP-00622
PRD-01235,SKU-SYN-57161,Copper Conductors & Wiring Grade-N,Copper Conductors & Wiring,Copper,0.65,2568.23,USD,47,,SUP-00108
PRD-01236,sku_1236,Synthetic Lubricants Grade-O,Synthetic Lubricants,Crude Oil / Polymers,0.8,$1875.16,USD,19,,SUP-00313
PRD-01237,SKU-SYN-18015,Printed Circuit Boards Grade-P,Printed Circuit Boards,Copper,0.35,747.12,USD,61,100,SUP-00513
PRD-01238,SKU-SYN-51509,Corrugated Packaging Grade-Q,Corrugated Packaging,Packaging,0.2,836.32,USD,88,,SUP-00380
PRD-01239,SKU-SYN-35823,Printed Circuit Boards Grade-R,Printed Circuit Boards,Copper,0.35,2689.18,USD,79,100,SUP-00108
PRD-01240,SKU-SYN-19236,industrial resins & plastics grade-1240,,Crude Oil / Polymers,0.7,363.03,USD,31,500,SUP-99999
PRD-01241,SKU-SYN-85795,Synthetic Lubricants Grade-T,Synthetic Lubricants,Crude Oil / Polymers,0.8,249.84,USD,31,,SUP-00315
PRD-01242,SKU-SYN-64413,Corrugated Packaging Grade-U,Corrugated Packaging,Packaging,0.2,$2800.46,USD,-10,500 units,SUP-00550
PRD-01243,SKU-SYN-57433,Copper Conductors & Wiring Grade-V,Copper Conductors & Wiring,Copper,0.65,1580.36,USD,65,100,SUP-00686
PRD-01244,SKU-SYN-54169,Heavy Engine Castings Grade-W,Heavy Engine Castings,Steel,0.5,2002.25,USD,6,250,SUP-00141
PRD-01245,SKU-SYN-93086,Copper Conductors & Wiring Grade-X,Copper Conductors & Wiring,Copper,0.65,3076.0,USD,55,250,SUP-00064
PRD-01246,SKU-SYN-40822,Industrial Resins & Plastics Grade-Y,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2229.0,USD,36,500,SUP-00896
PRD-01247,SKU-SYN-51566,Industrial Resins & Plastics Grade-Z,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2002.59,USD,49,100,SUP-00131
PRD-01248,sku_1248,Heavy Engine Castings Grade-A,,Steel,0.5,$530.7,USD,12,500 units,SUP-00422
PRD-01249,SKU-SYN-25413,Heavy Engine Castings Grade-B,Heavy Engine Castings,Steel,0.5,963.41,USD,29,500 units,SUP-00343
PRD-01250,SKU-SYN-12103,synthetic lubricants grade-1250,Synthetic Lubricants,Crude Oil / Polymers,0.8,-1177.99,USD,38,250,SUP-00113
PRD-01251,SKU-SYN-48947,Industrial Resins & Plastics Grade-D,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1416.41,USD,22,100,SUP-00420
PRD-01252,SKU-SYN-97533,Synthetic Lubricants Grade-E,Synthetic Lubricants,Crude Oil / Polymers,0.8,2109.44,USD,90,500,SUP-00622
PRD-01253,SKU-SYN-52807,Corrugated Packaging Grade-F,Corrugated Packaging,Packaging,0.2,2282.75,USD,54,500 units,SUP-00805
PRD-01254,SKU-SYN-48356,Copper Conductors & Wiring Grade-G,Copper Conductors & Wiring,Copper,0.65,$383.34,USD,85,100,SUP-00307
PRD-01255,SKU-SYN-56919,Heavy Engine Castings Grade-H,Heavy Engine Castings,Steel,0.5,2985.88,USD,85,100,SUP-00824
PRD-01256,SKU-SYN-90991,Corrugated Packaging Grade-I,,Packaging,0.2,2912.01,USD,80,500 units,SUP-00353
PRD-01257,SKU-SYN-90072,Synthetic Lubricants Grade-J,Synthetic Lubricants,Crude Oil / Polymers,0.8,3085.9,USD,83,,SUP-00584
PRD-01258,SKU-SYN-79699,Copper Conductors & Wiring Grade-K,Copper Conductors & Wiring,Copper,0.65,2032.57,USD,86,250,SUP-00162
PRD-01259,SKU-SYN-58250,Heavy Engine Castings Grade-L,Heavy Engine Castings,Steel,0.5,591.47,USD,15,500,SUP-00152
PRD-01260,sku_1260,printed circuit boards grade-1260,Printed Circuit Boards,Copper,0.35,$1927.75,USD,-10,,SUP-99999
PRD-01261,SKU-SYN-87922,Printed Circuit Boards Grade-N,Printed Circuit Boards,Copper,0.35,559.28,USD,10,500,SUP-00204
PRD-01262,SKU-SYN-40581,Copper Conductors & Wiring Grade-O,Copper Conductors & Wiring,Copper,0.65,2357.38,USD,20,,SUP-00946
PRD-01263,SKU-SYN-43889,Industrial Resins & Plastics Grade-P,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1943.97,USD,10,100,SUP-00197
PRD-01264,SKU-SYN-55099,Industrial Resins & Plastics Grade-Q,,Crude Oil / Polymers,0.7,2975.14,USD,46,500,SUP-00913
PRD-01265,SKU-SYN-28301,Heavy Engine Castings Grade-R,Heavy Engine Castings,Steel,0.5,450.41,USD,44,100,SUP-00890
PRD-01266,SKU-SYN-27442,Heavy Engine Castings Grade-S,Heavy Engine Castings,Steel,0.5,$2524.04,USD,89,500,SUP-00935
PRD-01267,SKU-SYN-87704,Heavy Engine Castings Grade-T,Heavy Engine Castings,Steel,0.5,2095.9,USD,27,250,SUP-00487
PRD-01268,SKU-SYN-54590,Corrugated Packaging Grade-U,Corrugated Packaging,Packaging,0.2,62.06,USD,86,500 units,SUP-00875
PRD-01269,SKU-SYN-77716,Corrugated Packaging Grade-V,Corrugated Packaging,Packaging,0.2,1237.19,USD,61,500,SUP-00800
PRD-01270,SKU-SYN-23535,synthetic lubricants grade-1270,Synthetic Lubricants,Crude Oil / Polymers,0.8,1479.2,USD,61,,SUP-00219
PRD-01271,SKU-SYN-50033,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,2318.17,USD,27,250,SUP-00775
PRD-01272,sku_1272,Copper Conductors & Wiring Grade-Y,,Copper,0.65,$2993.41,USD,82,100,SUP-00338
PRD-01273,SKU-SYN-14014,Industrial Resins & Plastics Grade-Z,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,3139.03,USD,56,100,SUP-00157
PRD-01274,SKU-SYN-68876,Industrial Resins & Plastics Grade-A,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1350.21,USD,74,,SUP-00881
PRD-01275,SKU-SYN-21984,Synthetic Lubricants Grade-B,Synthetic Lubricants,Crude Oil / Polymers,0.8,-3052.31,USD,90,100,SUP-00830
PRD-01276,SKU-SYN-70443,Industrial Resins & Plastics Grade-C,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1910.62,USD,41,500 units,SUP-00062
PRD-01277,SKU-SYN-79243,Copper Conductors & Wiring Grade-D,Copper Conductors & Wiring,Copper,0.65,2750.85,USD,25,100,SUP-00304
PRD-01278,SKU-SYN-40379,Printed Circuit Boards Grade-E,Printed Circuit Boards,Copper,0.35,$109.84,USD,-10,250,SUP-00505
PRD-01279,SKU-SYN-86267,Heavy Engine Castings Grade-F,Heavy Engine Castings,Steel,0.5,2009.34,USD,41,500,SUP-00302
PRD-01280,SKU-SYN-68025,printed circuit boards grade-1280,,Copper,0.35,1076.85,USD,50,250,SUP-99999
PRD-01281,SKU-SYN-95590,Printed Circuit Boards Grade-H,Printed Circuit Boards,Copper,0.35,1357.46,USD,80,500,SUP-00707
PRD-01282,SKU-SYN-58707,Printed Circuit Boards Grade-I,Printed Circuit Boards,Copper,0.35,3127.12,USD,86,250,SUP-00011
PRD-01283,SKU-SYN-81657,Industrial Resins & Plastics Grade-J,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1739.74,USD,68,500,SUP-00607
PRD-01284,sku_1284,Copper Conductors & Wiring Grade-K,Copper Conductors & Wiring,Copper,0.65,$52.18,USD,75,500 units,SUP-00159
PRD-01285,SKU-SYN-67137,Industrial Resins & Plastics Grade-L,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2235.41,USD,56,500,SUP-00821
PRD-01286,SKU-SYN-87859,Synthetic Lubricants Grade-M,Synthetic Lubricants,Crude Oil / Polymers,0.8,2328.14,USD,80,500 units,SUP-00603
PRD-01287,SKU-SYN-89831,Printed Circuit Boards Grade-N,Printed Circuit Boards,Copper,0.35,2221.78,USD,5,500,SUP-00966
PRD-01288,SKU-SYN-97155,Copper Conductors & Wiring Grade-O,,Copper,0.65,2931.56,USD,21,500 units,SUP-00825
PRD-01289,SKU-SYN-97684,Printed Circuit Boards Grade-P,Printed Circuit Boards,Copper,0.35,542.13,USD,25,250,SUP-00044
PRD-01290,SKU-SYN-66208,synthetic lubricants grade-1290,Synthetic Lubricants,Crude Oil / Polymers,0.8,$2551.77,USD,11,500 units,SUP-00366
PRD-01291,SKU-SYN-61572,Copper Conductors & Wiring Grade-R,Copper Conductors & Wiring,Copper,0.65,1494.02,USD,58,250,SUP-00606
PRD-01292,SKU-SYN-98915,Copper Conductors & Wiring Grade-S,Copper Conductors & Wiring,Copper,0.65,1025.26,USD,19,100,SUP-00556
PRD-01293,SKU-SYN-19851,Synthetic Lubricants Grade-T,Synthetic Lubricants,Crude Oil / Polymers,0.8,1768.74,USD,23,250,SUP-00049
PRD-01294,SKU-SYN-60751,Heavy Engine Castings Grade-U,Heavy Engine Castings,Steel,0.5,1928.18,USD,33,250,SUP-00255
PRD-01295,SKU-SYN-81577,Synthetic Lubricants Grade-V,Synthetic Lubricants,Crude Oil / Polymers,0.8,1574.67,USD,56,500 units,SUP-00325
PRD-01296,sku_1296,Corrugated Packaging Grade-W,,Packaging,0.2,$1701.47,USD,-10,100,SUP-00962
PRD-01297,SKU-SYN-18831,Printed Circuit Boards Grade-X,Printed Circuit Boards,Copper,0.35,1774.78,USD,55,250,SUP-00350
PRD-01298,SKU-SYN-68993,Synthetic Lubricants Grade-Y,Synthetic Lubricants,Crude Oil / Polymers,0.8,1878.43,USD,78,500 units,SUP-00603
PRD-01299,SKU-SYN-22968,Corrugated Packaging Grade-Z,Corrugated Packaging,Packaging,0.2,2693.4,USD,57,500,SUP-00732
PRD-01300,SKU-SYN-53256,industrial resins & plastics grade-1300,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,-1191.83,USD,25,,SUP-99999
PRD-01301,SKU-SYN-68072,Heavy Engine Castings Grade-B,Heavy Engine Castings,Steel,0.5,2702.17,USD,30,,SUP-00975
PRD-01302,SKU-SYN-20645,Synthetic Lubricants Grade-C,Synthetic Lubricants,Crude Oil / Polymers,0.8,$2620.58,USD,57,500,SUP-00413
PRD-01303,SKU-SYN-89856,Copper Conductors & Wiring Grade-D,Copper Conductors & Wiring,Copper,0.65,2294.47,USD,31,,SUP-00231
PRD-01304,SKU-SYN-59598,Heavy Engine Castings Grade-E,,Steel,0.5,2913.41,USD,36,,SUP-00857
PRD-01305,SKU-SYN-12233,Industrial Resins & Plastics Grade-F,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1170.09,USD,13,500,SUP-00834
PRD-01306,SKU-SYN-31214,Copper Conductors & Wiring Grade-G,Copper Conductors & Wiring,Copper,0.65,1253.01,USD,37,250,SUP-00598
PRD-01307,SKU-SYN-13766,Industrial Resins & Plastics Grade-H,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2232.45,USD,56,500 units,SUP-00206
PRD-01308,sku_1308,Industrial Resins & Plastics Grade-I,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$1508.39,USD,75,,SUP-00241
PRD-01309,SKU-SYN-32538,Industrial Resins & Plastics Grade-J,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1864.21,USD,64,500 units,SUP-00468
PRD-01310,SKU-SYN-84203,industrial resins & plastics grade-1310,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1103.56,USD,76,100,SUP-00942
PRD-01311,SKU-SYN-41687,Industrial Resins & Plastics Grade-L,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1718.23,USD,83,100,SUP-00916
PRD-01312,SKU-SYN-22520,Synthetic Lubricants Grade-M,,Crude Oil / Polymers,0.8,3140.49,USD,43,250,SUP-00132
PRD-01313,SKU-SYN-55172,Corrugated Packaging Grade-N,Corrugated Packaging,Packaging,0.2,120.81,USD,72,,SUP-00505
PRD-01314,SKU-SYN-67639,Industrial Resins & Plastics Grade-O,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$1484.39,USD,-10,100,SUP-00298
PRD-01315,SKU-SYN-11345,Heavy Engine Castings Grade-P,Heavy Engine Castings,Steel,0.5,2611.95,USD,6,,SUP-00440
PRD-01316,SKU-SYN-45150,Printed Circuit Boards Grade-Q,Printed Circuit Boards,Copper,0.35,1607.78,USD,10,500 units,SUP-00281
PRD-01317,SKU-SYN-90064,Synthetic Lubricants Grade-R,Synthetic Lubricants,Crude Oil / Polymers,0.8,474.45,USD,88,500 units,SUP-00658
PRD-01318,SKU-SYN-89870,Industrial Resins & Plastics Grade-S,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1877.12,USD,30,500,SUP-00553
PRD-01319,SKU-SYN-50222,Corrugated Packaging Grade-T,Corrugated Packaging,Packaging,0.2,1432.69,USD,52,250,SUP-00203
PRD-01320,sku_1320,corrugated packaging grade-1320,,Packaging,0.2,$2460.75,USD,18,500,SUP-99999
PRD-01321,SKU-SYN-97958,Corrugated Packaging Grade-V,Corrugated Packaging,Packaging,0.2,2800.59,USD,59,100,SUP-00454
PRD-01322,SKU-SYN-72506,Synthetic Lubricants Grade-W,Synthetic Lubricants,Crude Oil / Polymers,0.8,816.84,USD,33,250,SUP-00144
PRD-01323,SKU-SYN-33517,Synthetic Lubricants Grade-X,Synthetic Lubricants,Crude Oil / Polymers,0.8,630.92,USD,82,500 units,SUP-00866
PRD-01324,SKU-SYN-23278,Corrugated Packaging Grade-Y,Corrugated Packaging,Packaging,0.2,1277.54,USD,40,250,SUP-00288
PRD-01325,SKU-SYN-75016,Printed Circuit Boards Grade-Z,Printed Circuit Boards,Copper,0.35,-943.43,USD,27,250,SUP-00208
PRD-01326,SKU-SYN-65019,Corrugated Packaging Grade-A,Corrugated Packaging,Packaging,0.2,$1720.45,USD,59,500 units,SUP-00015
PRD-01327,SKU-SYN-67881,Heavy Engine Castings Grade-B,Heavy Engine Castings,Steel,0.5,2891.42,USD,55,500 units,SUP-00208
PRD-01328,SKU-SYN-73253,Heavy Engine Castings Grade-C,,Steel,0.5,2064.07,USD,21,,SUP-00539
PRD-01329,SKU-SYN-44948,Synthetic Lubricants Grade-D,Synthetic Lubricants,Crude Oil / Polymers,0.8,2702.19,USD,69,500,SUP-00669
PRD-01330,SKU-SYN-56004,printed circuit boards grade-1330,Printed Circuit Boards,Copper,0.35,2974.34,USD,67,,SUP-00182
PRD-01331,SKU-SYN-80161,Printed Circuit Boards Grade-F,Printed Circuit Boards,Copper,0.35,1461.99,USD,81,500,SUP-00946
PRD-01332,sku_1332,Printed Circuit Boards Grade-G,Printed Circuit Boards,Copper,0.35,$2210.46,USD,-10,100,SUP-00935
PRD-01333,SKU-SYN-66345,Heavy Engine Castings Grade-H,Heavy Engine Castings,Steel,0.5,269.51,USD,43,500 units,SUP-00869
PRD-01334,SKU-SYN-20923,Industrial Resins & Plastics Grade-I,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,3166.86,USD,83,500,SUP-00333
PRD-01335,SKU-SYN-55991,Copper Conductors & Wiring Grade-J,Copper Conductors & Wiring,Copper,0.65,1759.21,USD,29,,SUP-00308
PRD-01336,SKU-SYN-59375,Heavy Engine Castings Grade-K,,Steel,0.5,601.7,USD,61,,SUP-00779
PRD-01337,SKU-SYN-18099,Printed Circuit Boards Grade-L,Printed Circuit Boards,Copper,0.35,1551.15,USD,58,250,SUP-00501
PRD-01338,SKU-SYN-14460,Heavy Engine Castings Grade-M,Heavy Engine Castings,Steel,0.5,$2672.06,USD,12,250,SUP-00188
PRD-01339,SKU-SYN-78073,Heavy Engine Castings Grade-N,Heavy Engine Castings,Steel,0.5,1618.72,USD,68,500,SUP-00032
PRD-01340,SKU-SYN-59554,synthetic lubricants grade-1340,Synthetic Lubricants,Crude Oil / Polymers,0.8,492.83,USD,55,500 units,SUP-99999
PRD-01341,SKU-SYN-33635,Industrial Resins & Plastics Grade-P,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,542.45,USD,77,250,SUP-00797
PRD-01342,SKU-SYN-51497,Corrugated Packaging Grade-Q,Corrugated Packaging,Packaging,0.2,2291.82,USD,7,500 units,SUP-00976
PRD-01343,SKU-SYN-11197,Corrugated Packaging Grade-R,Corrugated Packaging,Packaging,0.2,2274.11,USD,42,250,SUP-00564
PRD-01344,sku_1344,Printed Circuit Boards Grade-S,,Copper,0.35,$482.32,USD,50,250,SUP-00829
PRD-01345,SKU-SYN-87434,Heavy Engine Castings Grade-T,Heavy Engine Castings,Steel,0.5,184.36,USD,72,,SUP-00662
PRD-01346,SKU-SYN-72887,Heavy Engine Castings Grade-U,Heavy Engine Castings,Steel,0.5,2235.93,USD,75,500 units,SUP-00135
PRD-01347,SKU-SYN-63450,Industrial Resins & Plastics Grade-V,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,899.69,USD,20,500 units,SUP-00066
PRD-01348,SKU-SYN-58086,Corrugated Packaging Grade-W,Corrugated Packaging,Packaging,0.2,351.95,USD,54,100,SUP-00645
PRD-01349,SKU-SYN-89810,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,1711.26,USD,89,100,SUP-00555
PRD-01350,SKU-SYN-20352,corrugated packaging grade-1350,Corrugated Packaging,Packaging,0.2,$646.93,USD,-10,,SUP-00049
PRD-01351,SKU-SYN-45233,Synthetic Lubricants Grade-Z,Synthetic Lubricants,Crude Oil / Polymers,0.8,749.61,USD,45,100,SUP-00073
PRD-01352,SKU-SYN-46302,Heavy Engine Castings Grade-A,,Steel,0.5,1281.44,USD,61,100,SUP-00434
PRD-01353,SKU-SYN-67811,Synthetic Lubricants Grade-B,Synthetic Lubricants,Crude Oil / Polymers,0.8,2746.8,USD,58,100,SUP-00894
PRD-01354,SKU-SYN-41415,Corrugated Packaging Grade-C,Corrugated Packaging,Packaging,0.2,1294.92,USD,24,500 units,SUP-00976
PRD-01355,SKU-SYN-91880,Copper Conductors & Wiring Grade-D,Copper Conductors & Wiring,Copper,0.65,328.0,USD,36,100,SUP-00172
PRD-01356,sku_1356,Synthetic Lubricants Grade-E,Synthetic Lubricants,Crude Oil / Polymers,0.8,$1255.85,USD,86,,SUP-00029
PRD-01357,SKU-SYN-64419,Copper Conductors & Wiring Grade-F,Copper Conductors & Wiring,Copper,0.65,1811.02,USD,11,100,SUP-00667
PRD-01358,SKU-SYN-77913,Synthetic Lubricants Grade-G,Synthetic Lubricants,Crude Oil / Polymers,0.8,1075.51,USD,48,500,SUP-00280
PRD-01359,SKU-SYN-76563,Copper Conductors & Wiring Grade-H,Copper Conductors & Wiring,Copper,0.65,1281.27,USD,58,500,SUP-00357
PRD-01360,SKU-SYN-33307,copper conductors & wiring grade-1360,,Copper,0.65,1018.36,USD,39,,SUP-99999
PRD-01361,SKU-SYN-41487,Industrial Resins & Plastics Grade-J,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,964.6,USD,65,250,SUP-00836
PRD-01362,SKU-SYN-67650,Heavy Engine Castings Grade-K,Heavy Engine Castings,Steel,0.5,$3107.46,USD,19,500 units,SUP-00102
PRD-01363,SKU-SYN-99842,Corrugated Packaging Grade-L,Corrugated Packaging,Packaging,0.2,1622.25,USD,88,100,SUP-00055
PRD-01364,SKU-SYN-93433,Printed Circuit Boards Grade-M,Printed Circuit Boards,Copper,0.35,2473.6,USD,72,,SUP-00710
PRD-01365,SKU-SYN-42278,Heavy Engine Castings Grade-N,Heavy Engine Castings,Steel,0.5,815.68,USD,46,500 units,SUP-00669
PRD-01366,SKU-SYN-98169,Heavy Engine Castings Grade-O,Heavy Engine Castings,Steel,0.5,2204.27,USD,33,250,SUP-00682
PRD-01367,SKU-SYN-62910,Corrugated Packaging Grade-P,Corrugated Packaging,Packaging,0.2,1129.62,USD,30,250,SUP-00292
PRD-01368,sku_1368,Copper Conductors & Wiring Grade-Q,,Copper,0.65,$2657.1,USD,-10,500 units,SUP-00293
PRD-01369,SKU-SYN-78343,Synthetic Lubricants Grade-R,Synthetic Lubricants,Crude Oil / Polymers,0.8,1764.41,USD,86,100,SUP-00728
PRD-01370,SKU-SYN-95843,printed circuit boards grade-1370,Printed Circuit Boards,Copper,0.35,2604.03,USD,80,500 units,SUP-00124
PRD-01371,SKU-SYN-31156,Industrial Resins & Plastics Grade-T,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,229.21,USD,64,250,SUP-00512
PRD-01372,SKU-SYN-66946,Corrugated Packaging Grade-U,Corrugated Packaging,Packaging,0.2,2109.65,USD,80,250,SUP-00324
PRD-01373,SKU-SYN-43979,Copper Conductors & Wiring Grade-V,Copper Conductors & Wiring,Copper,0.65,2109.79,USD,17,250,SUP-00233
PRD-01374,SKU-SYN-60879,Corrugated Packaging Grade-W,Corrugated Packaging,Packaging,0.2,$879.19,USD,20,500 units,SUP-00710
PRD-01375,SKU-SYN-78768,Copper Conductors & Wiring Grade-X,Copper Conductors & Wiring,Copper,0.65,-1391.82,USD,36,250,SUP-00877
PRD-01376,SKU-SYN-94312,Copper Conductors & Wiring Grade-Y,,Copper,0.65,1950.62,USD,36,500,SUP-00553
PRD-01377,SKU-SYN-83709,Industrial Resins & Plastics Grade-Z,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1525.42,USD,62,100,SUP-00892
PRD-01378,SKU-SYN-85804,Copper Conductors & Wiring Grade-A,Copper Conductors & Wiring,Copper,0.65,1690.22,USD,15,500 units,SUP-00040
PRD-01379,SKU-SYN-37909,Corrugated Packaging Grade-B,Corrugated Packaging,Packaging,0.2,2639.13,USD,49,500 units,SUP-00086
PRD-01380,sku_1380,corrugated packaging grade-1380,Corrugated Packaging,Packaging,0.2,$764.68,USD,39,,SUP-99999
PRD-01381,SKU-SYN-22425,Industrial Resins & Plastics Grade-D,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,636.58,USD,56,500,SUP-00255
PRD-01382,SKU-SYN-11825,Industrial Resins & Plastics Grade-E,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,342.0,USD,81,,SUP-00838
PRD-01383,SKU-SYN-25137,Synthetic Lubricants Grade-F,Synthetic Lubricants,Crude Oil / Polymers,0.8,1639.54,USD,15,100,SUP-00177
PRD-01384,SKU-SYN-63321,Printed Circuit Boards Grade-G,,Copper,0.35,496.05,USD,77,500,SUP-00429
PRD-01385,SKU-SYN-73293,Printed Circuit Boards Grade-H,Printed Circuit Boards,Copper,0.35,491.64,USD,34,100,SUP-00556
PRD-01386,SKU-SYN-16049,Heavy Engine Castings Grade-I,Heavy Engine Castings,Steel,0.5,$2697.02,USD,-10,500,SUP-00104
PRD-01387,SKU-SYN-82599,Synthetic Lubricants Grade-J,Synthetic Lubricants,Crude Oil / Polymers,0.8,1913.9,USD,57,500,SUP-00043
PRD-01388,SKU-SYN-49147,Corrugated Packaging Grade-K,Corrugated Packaging,Packaging,0.2,2230.99,USD,38,250,SUP-00326
PRD-01389,SKU-SYN-97454,Heavy Engine Castings Grade-L,Heavy Engine Castings,Steel,0.5,111.74,USD,56,250,SUP-00435
PRD-01390,SKU-SYN-42183,heavy engine castings grade-1390,Heavy Engine Castings,Steel,0.5,1588.29,USD,73,100,SUP-00990
PRD-01391,SKU-SYN-78971,Heavy Engine Castings Grade-N,Heavy Engine Castings,Steel,0.5,1361.39,USD,89,,SUP-00992
PRD-01392,sku_1392,Printed Circuit Boards Grade-O,,Copper,0.35,$591.05,USD,69,100,SUP-00959
